delomrade_fra;delomrade_til;kvartal;time_of_day;weekday_indicator;reiser;co2_tonn
Ersfjord - Røssholmdjupta;Kroken;2020-2;05:30-08:30;Weekday;1,0494789629897683;3,135898878723687
Ersfjord - Røssholmdjupta;Kroken;2023-1;05:30-08:30;Weekday;1,0109234260138777;2,6780721131309515
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;05:30-08:30;Weekday;10,186810649616051;8,782766517363292
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;08:30-13:30;Weekday;5,278248655262458;3,2312745633330304
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;13:30-16:30;Weekday;3,127491253660113;1,8565866487624816
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;16:30-20:00;Weekday;4,784661571739851;3,8035389717773596
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;20:00-05:30;Weekday;1,978386980374519;1,1944991831840668
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;08:30-13:30;Weekend;1,7685286850825028;1,217147372090862
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;13:30-16:30;Weekend;2,5448919627562216;1,439739885235801
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-1;16:30-20:00;Weekend;2,5029982108472075;1,6195827796533362
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;05:30-08:30;Weekday;12,293096472188935;14,31824658291537
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;08:30-13:30;Weekday;7,57020992065069;7,417806207242854
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;13:30-16:30;Weekday;2,972351034749469;2,860781013398648
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;16:30-20:00;Weekday;6,466887798298487;6,302221777300276
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;20:00-05:30;Weekday;3,834421610339012;3,5609630051007466
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;08:30-13:30;Weekend;2,286407737867403;1,7930916389712717
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;13:30-16:30;Weekend;3,8155649741083693;3,518574312081411
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;16:30-20:00;Weekend;2,834005503983919;2,738764971249078
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-2;20:00-05:30;Weekend;1,688026996021959;1,5372397010415302
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;05:30-08:30;Weekday;8,59508130452175;8,759619092057576
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;08:30-13:30;Weekday;7,783319722976718;6,943111725595142
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;13:30-16:30;Weekday;6,445828584846436;5,545754997640865
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;16:30-20:00;Weekday;7,632654619526263;6,117202233071846
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;20:00-05:30;Weekday;5,267904013918016;4,355635607772099
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;08:30-13:30;Weekend;4,2135481946066635;3,3419160293639845
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;13:30-16:30;Weekend;4,031894312968196;3,3677001139692853
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;16:30-20:00;Weekend;3,8822682340520718;3,376412694150147
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-3;20:00-05:30;Weekend;1,8144843561577382;1,4068786097661015
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;05:30-08:30;Weekday;19,061640875171882;20,040548646272697
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;08:30-13:30;Weekday;6,412394631661455;5,57850791178413
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;13:30-16:30;Weekday;4,582769052403352;3,71578967703898
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;16:30-20:00;Weekday;4,65567469218276;4,164962054392035
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;20:00-05:30;Weekday;3,2410557371026267;2,8818732245233294
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;08:30-13:30;Weekend;2,95065186236964;2,3803460601794386
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;13:30-16:30;Weekend;3,1980330244719704;2,6577805456019545
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;16:30-20:00;Weekend;2,4119930662005395;2,1181530149734873
Ersfjord - Røssholmdjupta;Kvaløybyen;2019-4;20:00-05:30;Weekend;1,6383087515058334;1,4212884767529663
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;05:30-08:30;Weekday;17,74813049954195;18,149236932771874
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;08:30-13:30;Weekday;7,462505889907108;6,584510419023239
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;13:30-16:30;Weekday;6,687400264992337;5,712241076433318
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;16:30-20:00;Weekday;4,148770372190446;3,4335824047017023
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;20:00-05:30;Weekday;2,746984659009387;2,395669190521482
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;08:30-13:30;Weekend;3,0411275170409704;2,3982464939943786
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;13:30-16:30;Weekend;4,40904165924482;3,756501258169875
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;16:30-20:00;Weekend;2,8894888102874736;2,500080181671138
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-1;20:00-05:30;Weekend;1,547304463254485;1,3129343889054335
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;05:30-08:30;Weekday;13,557835925658896;14,508129696740694
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;08:30-13:30;Weekday;6,488091336916629;5,482677099254213
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;13:30-16:30;Weekday;6,867007823696328;5,36731533779993
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;16:30-20:00;Weekday;8,225901921032506;7,462984241540685
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;20:00-05:30;Weekday;3,3722904529876367;3,3826960675232924
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;08:30-13:30;Weekend;2,9543359684946915;2,5249764292971304
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;13:30-16:30;Weekend;5,13252697278101;4,180263360526582
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;16:30-20:00;Weekend;3,6133124796725586;3,1378245400830114
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-2;20:00-05:30;Weekend;1,5579759405431597;1,2459428689512622
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;05:30-08:30;Weekday;15,19662535892221;15,898685211867326
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;08:30-13:30;Weekday;6,623486240614272;4,975211957554855
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;13:30-16:30;Weekday;7,38664386866118;5,7649977494277325
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;16:30-20:00;Weekday;7,89143805969186;6,523124169513678
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;20:00-05:30;Weekday;5,334868900738798;4,510200019972269
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;08:30-13:30;Weekend;4,269135527529049;3,3384958685795025
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;13:30-16:30;Weekend;3,8656946231665685;3,3298104190595237
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;16:30-20:00;Weekend;2,3782722500165527;1,8303477888986532
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-3;20:00-05:30;Weekend;2,23850249252826;1,7767290312428126
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;05:30-08:30;Weekday;10,146031323967666;10,078949607653362
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;08:30-13:30;Weekday;4,170835633528192;3,5279711570813377
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;13:30-16:30;Weekday;6,157099016290865;5,202929116226352
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;16:30-20:00;Weekday;4,496676173689483;3,751870641070732
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;20:00-05:30;Weekday;3,8945101119731973;3,473978954714636
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;08:30-13:30;Weekend;1,2805404203996493;1,1331335759334484
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;13:30-16:30;Weekend;2,3692361512123195;1,750875181347628
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;16:30-20:00;Weekend;1,4013345427122088;1,1674470705989533
Ersfjord - Røssholmdjupta;Kvaløybyen;2020-4;20:00-05:30;Weekend;1,3283563284727158;1,1805795007226223
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;05:30-08:30;Weekday;14,425613729003558;15,506765334924104
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;08:30-13:30;Weekday;7,875849919567191;6,9577825895342205
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;13:30-16:30;Weekday;4,595859672850224;3,862562553846043
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;16:30-20:00;Weekday;4,489898653188427;3,9575419120733457
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;20:00-05:30;Weekday;3,590035467731615;3,2969774634355735
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;08:30-13:30;Weekend;3,035453431085271;2,4869278463257465
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;13:30-16:30;Weekend;3,1625800552527705;2,5379015660035673
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;16:30-20:00;Weekend;2,3209391859730117;2,0763574257629274
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-1;20:00-05:30;Weekend;1,1482238600600954;1,0728640675604977
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;05:30-08:30;Weekday;14,952441319556971;16,43762311810672
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;08:30-13:30;Weekday;7,958329567761631;7,0318181866676985
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;13:30-16:30;Weekday;4,45968066170304;3,7381125008292346
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;16:30-20:00;Weekday;8,092131357792635;6,895022604677275
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;20:00-05:30;Weekday;5,034122272078395;4,035488987702533
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;08:30-13:30;Weekend;2,311193155159797;2,0274033694789666
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;13:30-16:30;Weekend;2,919410362815571;2,6132703162601607
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;16:30-20:00;Weekend;3,4513195794217264;2,8034905739342304
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-2;20:00-05:30;Weekend;2,1243795514413404;1,8157009324843632
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;05:30-08:30;Weekday;10,924595675596343;11,215217769816874
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;08:30-13:30;Weekday;7,274248033776312;5,941103015262792
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;13:30-16:30;Weekday;7,011836416588851;5,989642979479561
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;16:30-20:00;Weekday;4,6262038396088805;3,9175360679642086
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;20:00-05:30;Weekday;5,94010437064002;4,986506537036152
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;08:30-13:30;Weekend;2,9675419732744257;2,3122200874407692
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;13:30-16:30;Weekend;3,482263635470742;2,9365751375789957
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;16:30-20:00;Weekend;2,0207763276439934;1,9191348207393648
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-3;20:00-05:30;Weekend;1,9742788977507202;1,7358390111837068
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;05:30-08:30;Weekday;25,778189310089402;26,169473065215396
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;08:30-13:30;Weekday;8,525711376683159;7,259540068410186
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;13:30-16:30;Weekday;8,050150602542717;6,509963834955286
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;16:30-20:00;Weekday;6,173032704076229;5,071228942299605
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;20:00-05:30;Weekday;2,8753551965245836;2,0526207250848825
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;08:30-13:30;Weekend;3,1712647845624358;2,76167948244823
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;13:30-16:30;Weekend;2,7373507506263626;2,2537900094742556
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;16:30-20:00;Weekend;2,6303431810296174;2,06522251553761
Ersfjord - Røssholmdjupta;Kvaløybyen;2021-4;20:00-05:30;Weekend;1,7338375233216463;1,380755305573596
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;05:30-08:30;Weekday;23,219435422329774;24,059803469688156
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;08:30-13:30;Weekday;5,74745267366929;5,070482341991039
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;13:30-16:30;Weekday;2,7841644499302176;2,281673474957076
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;16:30-20:00;Weekday;3,793118955699558;3,714643009372022
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;20:00-05:30;Weekday;1,6526355620898276;1,5067865361770592
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;08:30-13:30;Weekend;1,1091437865895861;0,869377722301882
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;13:30-16:30;Weekend;1,773739095285775;1,387072585418756
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;16:30-20:00;Weekend;1,7405012652135685;1,572433976913423
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-1;20:00-05:30;Weekend;1,2726243650436735;1,21648359153466
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;05:30-08:30;Weekday;22,273643533483956;22,961302213955303
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;08:30-13:30;Weekday;9,787239283868631;8,134747482840021
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;13:30-16:30;Weekday;4,641917766263888;4,05659985987613
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;16:30-20:00;Weekday;3,0251850124856956;2,2441173408587973
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;20:00-05:30;Weekday;3,754919787566921;2,8545476931065257
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;08:30-13:30;Weekend;3,079243447334414;2,4129854735417244
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;13:30-16:30;Weekend;2,421797235893084;2,0414683828187967
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;16:30-20:00;Weekend;2,8902293316969425;2,6246480056701778
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-2;20:00-05:30;Weekend;1,13622876588222;0,9940120024784403
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;05:30-08:30;Weekday;8,086635952951468;6,6297341929912355
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;08:30-13:30;Weekday;14,854608530142507;12,275287584555015
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;13:30-16:30;Weekday;8,941345213662283;7,171059992007028
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;16:30-20:00;Weekday;11,62836614748988;9,127319204751837
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;20:00-05:30;Weekday;4,562579004926367;3,4303208214644383
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;08:30-13:30;Weekend;3,091880713616412;2,5757582194675814
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;13:30-16:30;Weekend;3,54170654559455;2,819594905531409
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;16:30-20:00;Weekend;2,984994282483391;2,3748241329436715
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-3;20:00-05:30;Weekend;3,0157145604375057;2,3694328936506834
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;05:30-08:30;Weekday;30,295747192755616;29,65782981410442
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;08:30-13:30;Weekday;6,017385182996266;5,02523966569071
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;13:30-16:30;Weekday;5,388109709609438;4,5826252377313645
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;16:30-20:00;Weekday;5,080348896363616;3,970964278737232
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;20:00-05:30;Weekday;3,953235915152753;3,311326660145161
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;08:30-13:30;Weekend;4,333701826977805;3,6144087655010972
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;13:30-16:30;Weekend;3,773955259396924;3,0377634315672886
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;16:30-20:00;Weekend;2,032008552449651;1,8081018008175533
Ersfjord - Røssholmdjupta;Kvaløybyen;2022-4;20:00-05:30;Weekend;1,6915063123979475;1,4583988239506038
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;05:30-08:30;Weekday;22,668603473160122;22,559701754472776
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;08:30-13:30;Weekday;8,829209374954184;7,883017192248898
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;13:30-16:30;Weekday;5,378903250810883;4,74952207142999
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;16:30-20:00;Weekday;4,5535717607766975;4,131485241362757
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;20:00-05:30;Weekday;1,9576309140288168;1,65611121199082
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;08:30-13:30;Weekend;1,7145802470161933;1,4032404430836563
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;13:30-16:30;Weekend;1,965038019481075;1,7127228946396607
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;16:30-20:00;Weekend;1,797997217347139;1,6750814049083025
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-1;20:00-05:30;Weekend;1,6341652825315158;1,5743051657080713
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;05:30-08:30;Weekday;29,29102472128344;27,03555719991748
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;08:30-13:30;Weekday;12,15933084140194;9,486680205180587
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;13:30-16:30;Weekday;9,615106994062327;6,9386526687240035
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;16:30-20:00;Weekday;6,7331884609541355;4,835626525535102
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;20:00-05:30;Weekday;5,115877289439031;4,075614064689653
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;05:30-08:30;Weekend;1,0583052934771562;0,6854409446782184
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;08:30-13:30;Weekend;3,5715589547931863;2,554567759590854
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;13:30-16:30;Weekend;4,468063703357744;3,2208336382778637
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;16:30-20:00;Weekend;3,0172335201686042;2,2461872494312667
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-2;20:00-05:30;Weekend;2,0117247001586214;1,5284767158372328
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;05:30-08:30;Weekday;10,633644671491053;7,950483616120616
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;08:30-13:30;Weekday;11,131638195358619;8,246740130968478
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;13:30-16:30;Weekday;12,142897137062167;9,06380193688922
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;16:30-20:00;Weekday;6,203435489346083;4,797766155492436
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;20:00-05:30;Weekday;5,225696026053927;3,586638551951093
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;08:30-13:30;Weekend;4,637605121369187;3,4942587202779927
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;13:30-16:30;Weekend;4,856470331024507;3,821130159151992
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;16:30-20:00;Weekend;3,693453465252305;2,4649265747889
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-3;20:00-05:30;Weekend;3,292127786027351;2,441485376295517
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;05:30-08:30;Weekday;26,321412695498292;23,236594946443653
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;08:30-13:30;Weekday;12,491528876148822;9,041998721886957
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;13:30-16:30;Weekday;6,591418437758076;5,025353936613108
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;16:30-20:00;Weekday;8,624458634031887;6,764876317460218
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;20:00-05:30;Weekday;6,605861583893744;4,62212618834733
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;05:30-08:30;Weekend;1,0461076674442746;0,6385967076770512
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;08:30-13:30;Weekend;5,849334749136969;4,176380985233591
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;13:30-16:30;Weekend;3,463719197616489;2,511102695558199
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;16:30-20:00;Weekend;3,266269568330394;2,458734094877296
Ersfjord - Røssholmdjupta;Kvaløybyen;2023-4;20:00-05:30;Weekend;3,116828601524179;2,2004639912504027
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;05:30-08:30;Weekday;25,124648560660795;20,054302659808382
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;08:30-13:30;Weekday;13,932077659430439;10,547519343982021
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;13:30-16:30;Weekday;6,046349421270748;4,527391617473638
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;16:30-20:00;Weekday;10,254738310511396;7,320666138741
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;20:00-05:30;Weekday;5,683300800247025;3,9723700519172045
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;08:30-13:30;Weekend;4,241533451205923;3,105999822465215
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;13:30-16:30;Weekend;3,772943908295133;2,6196453589438025
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;16:30-20:00;Weekend;3,153189114728077;2,339317926597058
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-1;20:00-05:30;Weekend;1,426465521677933;1,0022025147548446
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;05:30-08:30;Weekday;30,979363893116425;26,5886009075874
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;08:30-13:30;Weekday;11,213922029058176;8,668200601424104
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;13:30-16:30;Weekday;9,82313851577824;7,103980861633344
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;16:30-20:00;Weekday;9,961845367583763;7,332404303329914
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;20:00-05:30;Weekday;8,921492160023048;6,071416430720617
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;05:30-08:30;Weekend;1,2921211977434202;0,8034056779698884
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;08:30-13:30;Weekend;5,095049601996812;3,4749269360304416
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;13:30-16:30;Weekend;3,631521526442257;2,7278118198874717
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;16:30-20:00;Weekend;4,5254120131000946;3,4216884378463805
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-2;20:00-05:30;Weekend;4,142975933936909;2,8879283284281803
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;05:30-08:30;Weekday;23,63459998670087;18,714622219386484
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;08:30-13:30;Weekday;14,568899920321748;10,120801341182112
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;13:30-16:30;Weekday;15,286503642260342;10,040627304756429
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;16:30-20:00;Weekday;13,732829257449106;9,458765016679216
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;20:00-05:30;Weekday;10,983058291297972;7,087893240716854
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;05:30-08:30;Weekend;1,5647685021468971;1,0715532530397691
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;08:30-13:30;Weekend;5,672654271989672;3,8946596758771395
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;13:30-16:30;Weekend;5,477645478387221;4,071704808985591
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;16:30-20:00;Weekend;5,218825845094479;3,858977794728711
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-3;20:00-05:30;Weekend;4,040395104414459;2,6196193951174904
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;05:30-08:30;Weekday;33,25776879403942;27,697375418836426
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;08:30-13:30;Weekday;14,873005985973839;11,1110549206115
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;13:30-16:30;Weekday;6,940767909274843;5,623116715119748
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;16:30-20:00;Weekday;6,687245584105955;5,206823671225775
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;20:00-05:30;Weekday;8,284852152595285;5,402357925404771
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;05:30-08:30;Weekend;1,2356146427507304;0,7445683986261864
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;08:30-13:30;Weekend;6,365284034545156;4,263541026269588
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;13:30-16:30;Weekend;3,867363720592001;2,8179934242818208
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;16:30-20:00;Weekend;3,189238660922846;2,316179461739557
Ersfjord - Røssholmdjupta;Kvaløybyen;2024-4;20:00-05:30;Weekend;3,0570724106072857;2,15124505300106
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;05:30-08:30;Weekday;38,10834107692975;30,131670057607842
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;08:30-13:30;Weekday;15,687288442177513;11,312568067555382
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;13:30-16:30;Weekday;7,844472821687256;5,776742015466146
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;16:30-20:00;Weekday;10,258846215062325;7,704433100213573
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;20:00-05:30;Weekday;7,248773547393319;4,737078199963864
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;05:30-08:30;Weekend;1,7162399895685765;0,965420451850438
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;08:30-13:30;Weekend;7,424594683768032;5,0137600412586325
Ersfjord - Røssholmdjupta;Kvaløybyen;2025-1;13:30-16:30;Weekend;4,492833057341393;3,36646138418932
